priority,site_name,slug,base_url
1.0,AsianCouncilofScienceEditors,asian_council_of_science_editors,
1.0,Gylym,gylym,
1.0,AcademyofRomanianScientistsPublishingHouse,academy_of_romanian_scientists_publishing_house,
1.0,NationalUniversityofMongoliaPress,national_university_of_mongolia_press,
1.0,RussianTajikSlavonicUniversity,russian_tajik_slavonic_university,
1.0,JIU,jiu,
1.0,KocUniversityPress,koc_university_press,
1.0,UniversityofSarajevoPress,university_of_sarajevo_press,
1.0,MoscowStateUniversityPublishingHouse,moscow_state_university_publishing_house,
1.0,House9Publications,house_9_publications,
1.0,IMFPublications,imf_publications,
1.0,UniversityofLjubljanaPress,university_of_ljubljana_press,
1.0,NairiPublishingHouse,nairi_publishing_house,
1.0,AframPublications,afram_publications,
1.0,NIASPress,nias_press,
1.0,VigoUniversity,vigo_university,
1.0,AlbionFisheriesResearchCentreMauritius,albion_fisheries_research_centre_mauritius,
1.0,LNGumilyovEurasianNationalUniversityPress,ln_gumilyov_eurasian_national_university_press,
1.0,EditorialUMSA,editorial_umsa,
1.0,NationalUniversityofMalaysia,national_university_of_malaysia,
1.0,AcademyofSomaliStudies,academy_of_somali_studies,
1.0,AcademyofFineArtsVienna,academy_of_fine_arts_vienna,
1.0,EditorialULA,editorial_ula,
1.0,ArvisPublishing,arvis_publishing,
1.0,SaintJosephUniversityPublications,saint_joseph_university_publications,
1.0,UAEUPress,uaeu_press,
1.0,UniversityoftheCordillerasPublications,university_of_the_cordilleras_publications,
1.0,LanPublishing,lan_publishing,
1.0,NUMPress,num_press,
1.0,EditorialEUNA,editorial_euna,
1.0,EditorialUSMA,editorial_usma,
1.0,GeorgeEmilPaladeUniversityPress,george_emil_palade_university_press,
1.0,AUCAPublications,auca_publications,
1.0,IMMA,imma,
1.0,WayebPublications,wayeb_publications,
1.0,YlymPublishingHouse,ylym_publishing_house,
1.0,TheChineseUniversityofHongKongPress,the_chinese_university_of_hong_kong_press,
1.0,IWGIA,iwgia,
1.0,BatumiStateUniversityPress,batumi_state_university_press,
1.0,NationalUniversityofSamoaPublications,national_university_of_samoa_publications,
1.0,SAMT,samt,
1.0,IAU,iau,
1.0,InternationalUniversityofSarajevoPress,international_university_of_sarajevo_press,
1.0,UniversidadNacionaldeCienciasForestalesHonduras,universidad_nacional_de_ciencias_forestales_honduras,
1.0,UniversidadeAgostinhoNetoUAN,universidade_agostinho_neto_uan,https://www.uan.ao/
1.0,EditorialUPNFM,editorial_upnfm,
1.0,MongolianUniversityofEducationPublications,mongolian_university_of_education_publications,
1.0,PontificalEthiopianCollege,pontifical_ethiopian_college,
1.0,LogosPress,logos_press,
1.0,MARCPublications,marc_publications,
1.0,AcademyofSciencesofTajikistan,academy_of_sciences_of_tajikistan,
1.0,AfricanAcademyofLanguages,african_academy_of_languages,
1.0,IIPH,iiph,
1.0,KuwaitUniversityPress,kuwait_university_press,
1.0,UniversityofTiranaPress,university_of_tirana_press,
1.0,UTMPress,utm_press,
1.0,KhesarGyalpoUniversityofMedicalSciencesPublications,khesar_gyalpo_university_of_medical_sciences_publications,
1.0,UNTLPublications,untl_publications,
1.0,UpperNileUniversity,upper_nile_university,
1.0,IUGG,iugg,
1.0,VietnamNationalUniversityPressHanoi,vietnam_national_university_press_hanoi,
1.0,SaeedPublications,saeed_publications,
1.0,UniversityofHumanitiesMongolia,university_of_humanities_mongolia,
1.0,MaldivesNationalUniversityPublications,maldives_national_university_publications,
1.0,KingFahdUniversityofPetroleumandMineralsPress,king_fahd_university_of_petroleum_and_minerals_press,
1.0,EdicionesINTEC,ediciones_intec,
1.0,HueUniversityJournalofScience,hue_university_journal_of_science,
1.0,UniversityofSeychelles,university_of_seychelles,
1.0,SINUPublications,sinu_publications,
1.0,UniversityofMontenegroPublishingCouncil,university_of_montenegro_publishing_council,
1.0,BangladeshOceanographicResearchInstituteBORI,bangladesh_oceanographic_research_institute_bori,
1.0,UniversityofFijiPublications,university_of_fiji_publications,
1.0,AUSPress,aus_press,
1.0,UniversityofHaifaPress,university_of_haifa_press,
1.0,UniversityofKragujevacPress,university_of_kragujevac_press,
1.0,IslamicUniversityofMadinahPress,islamic_university_of_madinah_press,
1.0,BanglaAcademy,bangla_academy,
1.0,Gylim,gylim,
1.0,UniversidaddelaEmpresa,universidad_de_la_empresa,
1.0,EditorialUNAH,editorial_unah,
1.0,UniversityofNicosiaPress,university_of_nicosia_press,
1.0,IUIS,iuis,
1.0,UrimPublications,urim_publications,
1.0,CEDO,cedo,
1.0,UniversityofLaRioja,university_of_la_rioja,
1.0,NaifArabUniversityPublishing,naif_arab_university_publishing,
1.0,UniversityofPapuaNewGuineaPress,university_of_papua_new_guinea_press,
1.0,WTOPublications,wto_publications,
1.0,UniversityofMacauPublications,university_of_macau_publications,
1.0,AcademyofSciencesofAlbaniaInstituteofFolkCulture,academy_of_sciences_of_albania_institute_of_folk_culture,
1.0,AmericanUniversityinCairoPress,american_university_in_cairo_press,https://www.aucpress.com/
1.0,UniversityofJubaPublications,university_of_juba_publications,
1.0,MilikPublishing,milik_publishing,
1.0,UniversidadeNacionalTimorLorosaeUNTL,universidade_nacional_timor_lorosa_e_untl,https://untl.edu.tl/pt/
1.0,IFAN,ifan,
1.0,AcademyofSciencesMalaysiaASM,academy_of_sciences_malaysia_asm,https://www.akademisains.gov.my/publications/
1.0,BahrelGhazalUniversity,bahr_el_ghazal_university,
1.0,UppsalaUniversityPublications,uppsala_university_publications,
1.0,UniversityofRwandaPublications,university_of_rwanda_publications,
1.0,AcademyoftheHebrewLanguage,academy_of_the_hebrew_language,
1.0,UNDP,undp,
1.0,DhakaUniversityPublicationBureau,dhaka_university_publication_bureau,
1.0,BangladeshRiceResearchInstituteBRRI,bangladesh_rice_research_institute_brri,
1.0,UnitedNationsUniversity,united_nations_university,
0,UniversidadAutónomadeSanLuisPotosí,universidad_autónoma_de_san_luis_potosí,
0,EditoraUniversitáriaUniversidadedeSantiago,editora_universitária_universidade_de_santiago,
0,KenyaNationalAcademyofSciencesKNAS,knas_kenya_academy,https://www.knas.or.ke/
0,UniversidadAutónomadeYucatán,universidad_autónoma_de_yucatán,
0,UniversityofCádiz,university_of_c_diz,
0,NationalHealthandMedicalResearchCouncilNHMRCAustralia,nhmrc_australia_guidelines,https://www.nhmrc.gov.au/guidelines-publications
0,UniversidadAutónomadeAsunción,universidad_aut_noma_de_asunci_n,
0,SomaliRegionPastoralandAgropastoralResearchInstituteSoRPARI,somali_region_pastoral_agro_pastoral_research_institute,
0,UniversityofNišPress,university_of_ni_press,
0,AcademiaBrasileiradeCiências,academia_brasileira_de_ci_ncias,
0,KazakhUniversity,kazakh_university,
0,UniversidadeAmílcarCabral,universidade_am_lcar_cabral,
0,CentrodeInvestigacionesyEstudiosSuperioresenAntropo,centro_de_investigaciones_y_estudios_superiores_en_antropo,
0,AcademyoftheSocialSciencesinAustraliaASSA,assa_academy_social_sciences_australia,https://socialsciences.org.au/
0,UniversidadAutónomaNuevoLeón,universidad_autónoma_nuevo_león,
0,UniversityoftheSouthPacific,university_of_the_south_pacific,
0,KALRORangelandResearchProgramme,kenya_agricultural_and_livestock_research_organisation_rangeland,
0,ForeignLanguageTeachingandResearchPress,foreign_language_teaching_and_research_press,
0,GUP,gup,
0,EditoradaUniversidadedeBrasíliaDesign,editora_da_universidade_de_brasília_design,
0,WestAfricanCollegeofPhysiciansWACP,wacp_medical_college_publications,https://wacpco.org/
0,CentreforAboriginalEconomicPolicyResearchCAEPR,caepr_anu_aboriginal_policy,https://caepr.anu.edu.au/
0,UniversidadJuárezAutónomadeTabasco,universidad_ju_rez_aut_noma_de_tabasco,
0,MuseoNacionaldeAntropologíaINAH,museo_nacional_antropologia_inah_mexico,https://mna.inah.gob.mx/
0,ElColegiodeMichoacán,el_colegio_de_michoac_n,
0,AcademyofSciencesofUzbekistan,academy_of_sciences_of_uzbekistan,https://academy.uz/
0,YerevanStateUniversity,yerevan_state_university,
0,UniversidaddelasRegionesAutónomasdelaCostaCaribeNicaragüense,universidad_de_las_regiones_aut_nomas_de_la_costa_caribe_nicarag_ense,
0,BahçeşehirUniversityPublications,bahçeşehir_university_publications,
0,UniversityofGdańskPress,university_of_gda_sk_press,
0,AustrianAcademyofSciencesÖAW,austrian_academy_of_sciences_aw,
0,InstituteforSocialandEconomicResearchISERRhodes,institute_for_social_and_economic_research_rhodes,https://www.ru.ac.za/iser/
0,EditorialRaíces,editorial_ra_ces,
0,InstituteofChinaStudiesICSUniversityofMalaya,ics_university_of_malaya,https://ics.um.edu.my/
0,EötvösUniversityPress,eötvös_university_press,
0,CentrodeEstudoseInvestigaçãoCientíficadaUniversidadeCatólicadeAngola,centro_de_estudos_e_investigação_científica_da_universidade_católica_de_angola,
0,WestUniversityofTimișoaraPress,west_university_of_timi_oara_press,
0,AfarPastoralandAgropastoralResearchInstituteAPARI,afar_pastoral_and_agro_pastoral_research_institute,
0,NationalInstituteforSpaceResearchINPE,inpe_brazil_space_research,http://www.inpe.br/biblioteca/publicacoes.php
0,UniversidadPopularAutónomadelEstadodePuebla,universidad_popular_autónoma_del_estado_de_puebla,
0,InternationalLivestockResearchInstituteILRIMonographs,international_livestock_research_institute_monographs,
0,FLACSOMéxico,flacso_m_xico,
0,EditorialUniversidaddeCienciasMédicasCostaRica,editorial_universidad_de_ciencias_médicas_costa_rica,
0,AssociaçãoBrasileiradasEditorasUniversitárias,associa_o_brasileira_das_editoras_universit_rias,
0,UniversityofAlcalá,university_of_alcal,
0,UniversidadEspecializadadelasAméricas,universidad_especializada_de_las_am_ricas,
0,Nám,n_m,
0,TbilisiStateUniversity,tbilisi_state_university,
0,UniversidadAutónomadeChiriquí,universidad_aut_noma_de_chiriqu,
0,InstituteofPastoralismDevelopmentandResearchIPDRKenya,institute_of_pastoralism_development_and_research_kenya,
0,MalmöUniversityCaucasusStudies,malm_university_caucasus_studies,
0,MuseodeAntropologíadeXalapa,museo_de_antropología_de_xalapa,
0,KazakhUniversityPublishingHouse,kazakh_university_publishing_house,
0,UniversidadMarítimaInternacionaldePanamá,universidad_mar_tima_internacional_de_panam,
0,ÖAW,aw,
0,ArchivoGeneraldelaNaciónArgentina,archivo_general_de_la_naci_n_argentina,
0,IGADCentreforPastoralAreasandLivestockDevelopmentI,igad_centre_for_pastoral_areas_and_livestock_development_i,
