territory,platform,seller_id,title,author,condition,price,listing_url,timestamp,seller_comments
India,NearBook,,maths question bank,,0,INR 180,https://nearbook.app/book/3922146,2026-05-03T22:34:19.493013,
India,NearBook,,hindi question bank,,0,INR 150,https://nearbook.app/book/3922145,2026-05-03T22:34:19.823776,
India,NearBook,,Telugu reader,,0,INR 110,https://nearbook.app/book/3922143,2026-05-03T22:34:20.118694,
India,NearBook,,hindi,,0,INR 100,https://nearbook.app/book/3922141,2026-05-03T22:34:20.433159,
India,NearBook,,Aakash NEET Modules Full Set,,0,INR 10000,https://nearbook.app/book/3922140,2026-05-03T22:34:20.720521,
India,NearBook,,physical science,,0,INR 100,https://nearbook.app/book/3922139,2026-05-03T22:34:22.299986,
India,NearBook,,English practice book,,0,INR 100,https://nearbook.app/book/3922138,2026-05-03T22:34:22.588195,
India,NearBook,,bhagavathi,Mourya,0,INR 50,https://nearbook.app/book/3922137,2026-05-03T22:34:22.876500,
India,NearBook,,সংস্কৃত  শিক্ষক,ডঃ সুঞ্জিত কুমার সাধুখাঁ,0,INR 100,https://nearbook.app/book/3922136,2026-05-03T22:34:23.199335,
India,NearBook,,financial literacy,Unicef,0,INR 560,https://nearbook.app/book/3922135,2026-05-03T22:34:23.505557,
India,NearBook,,neet module,neet module hindi medium,0,INR 5000,https://nearbook.app/book/3922133,2026-05-03T22:34:23.813389,
India,NearBook,,Computer science,TPS production,0,INR 200,https://nearbook.app/book/3922132,2026-05-03T22:34:24.102367,
India,NearBook,,Computer science 2,TPS production,0,INR 200,https://nearbook.app/book/3922131,2026-05-03T22:34:24.427690,
India,NearBook,,MTG NCERT at your fingertips,,0,INR 510,https://nearbook.app/book/3922129,2026-05-03T22:34:24.715399,
India,NearBook,,english class 11,,0,INR 0,https://nearbook.app/book/3922128,2026-05-03T22:34:25.041983,
India,NearBook,,MS CHOWHAN organic chemistry for JEE,MS CHOWHAN,0,INR 350,https://nearbook.app/book/3922127,2026-05-03T22:34:25.349464,
India,NearBook,,math,vishal,0,INR 300,https://nearbook.app/book/3922126,2026-05-03T22:34:25.638467,
India,NearBook,,math,vishal,0,INR 300,https://nearbook.app/book/3922125,2026-05-03T22:34:27.295283,
India,NearBook,,english,Vishal,0,INR 200,https://nearbook.app/book/3922124,2026-05-03T22:34:27.602548,
India,NearBook,,"Textbook For Class 9
Interact in English (LITERATURE READER)",,0,INR 200,https://nearbook.app/book/3922123,2026-05-03T22:34:27.908826,
India,NearBook,,Sahitya vaibhav,User,0,INR 87,https://nearbook.app/book/3922122,2026-05-03T22:34:28.197628,
India,NearBook,,math,vishal,0,INR 200,https://nearbook.app/book/3922121,2026-05-03T22:34:28.524582,
India,NearBook,,social science,appu,0,INR 100,https://nearbook.app/book/3922119,2026-05-03T22:34:28.812968,
India,NearBook,,social science,appu,0,INR 100,https://nearbook.app/book/3922118,2026-05-03T22:34:29.102193,
India,NearBook,,"Princess 
Copy Colouring Book",,0,INR 80,https://nearbook.app/book/3922117,2026-05-03T22:34:29.445234,
India,NearBook,,MTG NCERT at your fingertips,,0,INR 529,https://nearbook.app/book/3922116,2026-05-03T22:34:29.752723,
India,NearBook,,science,Nishant,0,INR 100,https://nearbook.app/book/3922115,2026-05-03T22:34:30.059038,
India,NearBook,,tales from shakespeare,,0,INR 70,https://nearbook.app/book/3922114,2026-05-03T22:34:30.366564,
India,NearBook,,Anne Frank dairy,,0,INR 50,https://nearbook.app/book/3922113,2026-05-03T22:34:30.657367,
India,NearBook,,ব্যাকরণ সাথী for class 7,অলক বর্ধন,0,INR 60,https://nearbook.app/book/3922112,2026-05-03T22:34:32.314965,
India,NearBook,,arjuna jee modules,pw,0,INR 1499,https://nearbook.app/book/3922111,2026-05-03T22:34:32.619516,
India,NearBook,,"TEXT BOOK FOR CLASS 9 
MAIN COURSE BOOK",Shiksha Sadan,0,INR 200,https://nearbook.app/book/3922109,2026-05-03T22:34:32.907327,
India,NearBook,,"TEXT BOOK FOR CLASS 9 
MAIN COURSE BOOK",Shiksha Sadan,0,INR 200,https://nearbook.app/book/3922108,2026-05-03T22:34:33.196930,
India,NearBook,,Introductory Microeconomic,Tr. Jain and VK Ohri,0,INR 550,https://nearbook.app/book/3922107,2026-05-03T22:34:33.483259,
India,NearBook,,General English,J P H Books,0,INR 340,https://nearbook.app/book/3922106,2026-05-03T22:34:33.849329,
India,NearBook,,MAIN COURSE BOOK,,0,INR 200,https://nearbook.app/book/3922105,2026-05-03T22:34:34.156601,
India,NearBook,,democratic politics-2,,0,INR 120,https://nearbook.app/book/3922104,2026-05-03T22:34:34.456765,
India,NearBook,,hindi lokbharti,tanmay,0,INR 250,https://nearbook.app/book/3922102,2026-05-03T22:34:34.770060,
India,NearBook,,Mathematics,Lakshya,0,INR 450,https://nearbook.app/book/3922101,2026-05-03T22:34:35.058773,
India,NearBook,,CMA Intermediate Management accounting,MEPL,0,INR 100,https://nearbook.app/book/3922100,2026-05-03T22:34:35.385385,
India,NearBook,,CMA Intermediate Management accounting,MEPL,0,INR 100,https://nearbook.app/book/3922099,2026-05-03T22:34:35.673882,
India,NearBook,,CMA Intermediate Cost and Management accounting,,0,INR 75,https://nearbook.app/book/3922098,2026-05-03T22:34:37.258601,
India,NearBook,,CMA Intermediate Operation Management,MEPL DIVYA AGARWAL,0,INR 100,https://nearbook.app/book/3922097,2026-05-03T22:34:37.546577,
India,NearBook,,legend's physics ncrt text book,,0,INR 250,https://nearbook.app/book/3922096,2026-05-03T22:34:37.841685,
India,NearBook,,sl arora class 11,sl arora,0,INR 700,https://nearbook.app/book/3922095,2026-05-03T22:34:38.130371,
India,NearBook,,CMA Intermediate Audit and ethics,MEPL,0,INR 125,https://nearbook.app/book/3922094,2026-05-03T22:34:38.456401,
India,NearBook,,Hindi guide bijay,bijay,0,INR 250,https://nearbook.app/book/3922093,2026-05-03T22:34:38.742281,
India,NearBook,,chemistry chaya class 11,,0,INR 700,https://nearbook.app/book/3922092,2026-05-03T22:34:39.029910,
India,NearBook,,little kids big book of space,Catherine D Hughes,0,INR 300,https://nearbook.app/book/3922091,2026-05-03T22:34:39.377893,
India,NearBook,,maths chaya class 11,chaya,0,INR 600,https://nearbook.app/book/3922090,2026-05-03T22:34:39.666114,
India,NearBook,,santra biology class 11 sem 1 and 2,santra,0,INR 500,https://nearbook.app/book/3922089,2026-05-03T22:34:39.953762,
India,NearBook,,little kids first big book for animals,Catherine D. Hughes,0,INR 300,https://nearbook.app/book/3922088,2026-05-03T22:34:40.240313,
India,NearBook,,business management 2,,0,INR 30,https://nearbook.app/book/3922087,2026-05-03T22:34:40.541452,
India,NearBook,,class 10 science ncert,,0,INR 140,https://nearbook.app/book/3922086,2026-05-03T22:34:42.121623,
India,NearBook,,marketing Management 2,,0,INR 50,https://nearbook.app/book/3922085,2026-05-03T22:34:42.450848,
India,NearBook,,advanced accounting 1,,0,INR 300,https://nearbook.app/book/3922084,2026-05-03T22:34:42.741407,
India,NearBook,,little kids first big book for why,Amy shields,0,INR 300,https://nearbook.app/book/3922083,2026-05-03T22:34:43.064916,
India,NearBook,,business communication 2,,0,INR 100,https://nearbook.app/book/3922082,2026-05-03T22:34:43.372216,
India,NearBook,,fundamental of marketting 2,,0,INR 50,https://nearbook.app/book/3922081,2026-05-03T22:34:43.669596,
India,NearBook,,business economics,,0,INR 50,https://nearbook.app/book/3922080,2026-05-03T22:34:43.986027,
India,NearBook,,arjuna jee modules full set,pw,0,INR 1500,https://nearbook.app/book/3922079,2026-05-03T22:34:44.274804,
India,NearBook,,elements of company law 2,,0,INR 90,https://nearbook.app/book/3922078,2026-05-03T22:34:45.423548,
India,NearBook,,Anupam,ansh yadav,0,INR 200,https://nearbook.app/book/3922077,2026-05-03T22:34:45.727326,
India,NearBook,,elements of company law,,0,INR 90,https://nearbook.app/book/3922076,2026-05-03T22:34:46.035221,
India,NearBook,,Hindi Oswal sample paper,Oswal Ai,0,INR 349,https://nearbook.app/book/3922075,2026-05-03T22:34:46.341742,
India,NearBook,,business economics,,0,INR 50,https://nearbook.app/book/3922074,2026-05-03T22:34:47.979779,
India,NearBook,,corporate accounting 2,,0,INR 220,https://nearbook.app/book/3922073,2026-05-03T22:34:48.275899,
India,NearBook,,biology,"Salman 
Salman",0,INR 500,https://nearbook.app/book/3922072,2026-05-03T22:34:48.594558,
India,NearBook,,Oswal book,Oswal Ai,0,INR 449,https://nearbook.app/book/3922069,2026-05-03T22:34:48.885847,
India,NearBook,,Oswal sample paper,Oswal Ai,0,INR 499,https://nearbook.app/book/3922067,2026-05-03T22:34:49.175820,
India,NearBook,,Saraswati CBSE PHYSICAL EDUCATION(2025)(PRICE NEGOTIABLE),D R V K SHARMA,0,INR 400,https://nearbook.app/book/3922066,2026-05-03T22:34:49.468608,
India,NearBook,,IPMAT - NUMBER SYSTEM & ARITHMETIC,INDRAJEET SINGH,0,INR 200,https://nearbook.app/book/3922065,2026-05-03T22:34:49.822754,
India,NearBook,,IPMAT - LOGICAL REASONING,INDRAJEET SINGH,0,INR 250,https://nearbook.app/book/3922064,2026-05-03T22:34:50.136847,
India,NearBook,,corporate accounting,,0,INR 320,https://nearbook.app/book/3922063,2026-05-03T22:34:50.437571,
India,NearBook,,business communication,,0,INR 120,https://nearbook.app/book/3922062,2026-05-03T22:34:50.746773,
India,NearBook,,IPMAT - DATA INTERPRETATION,INDRAJEET SINGH,0,INR 200,https://nearbook.app/book/3922061,2026-05-03T22:34:51.040242,
