territory,platform,seller_id,title,author,condition,price,listing_url,timestamp,seller_comments
India,Book Share,Sree,Rogangal rogikal,Dr. Kanam sankara pillai,Free to Share,Free to Share,https://bookshare.wiktait.com/book/251,2026-05-03T20:45:24.642995,1
India,Book Share,Sree,Magic Oven -Pachakakala,Lekshmi nair,Free to Share,Free to Share,https://bookshare.wiktait.com/book/250,2026-05-03T20:45:24.643041,1
India,Book Share,Sree,Odayil ninnu,P. Kesavadev,Free to Share,Free to Share,https://bookshare.wiktait.com/book/249,2026-05-03T20:45:24.643111,1
India,Book Share,Sree,Athbutha oushadha chedikal,Dr. K. R. Raman Namboodhiri,Free to Share,Free to Share,https://bookshare.wiktait.com/book/248,2026-05-03T20:45:24.643159,5
India,Book Share,Sree,Putharikkayal,Karuvatta Thakappan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/247,2026-05-03T20:45:24.643198,1
India,Book Share,Sree,Samkhyakalute Atbhuthaprapancham,Palliyara Sreedharan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/246,2026-05-03T20:45:24.643235,3
India,Book Share,Sree,Navagrahangalum nammude jeevithavum,Sreekumaran Thampi,Free to Share,Free to Share,https://bookshare.wiktait.com/book/245,2026-05-03T20:45:24.643273,1
India,Book Share,Sree,Keralacharithravum samskaravum oru marxist veekshanam,E M S Namboodiripad,Free to Share,Free to Share,https://bookshare.wiktait.com/book/244,2026-05-03T20:45:24.643310,2
India,Book Share,Sree,C Projects,Yashavant Kanetkar,Free to Share,Free to Share,https://bookshare.wiktait.com/book/243,2026-05-03T20:45:24.643347,1
India,Book Share,Sree,Compilers Construction and Design,Rajni Jindal,Free to Share,Free to Share,https://bookshare.wiktait.com/book/242,2026-05-03T20:45:24.643383,1
India,Book Share,Sree,Kundalata,Appu Nedungadi,Free to Share,Free to Share,https://bookshare.wiktait.com/book/241,2026-05-03T20:45:24.643419,5
India,Book Share,Sree,Test your C++ skills,Yashavant Kanetkar,Free to Share,Free to Share,https://bookshare.wiktait.com/book/240,2026-05-03T20:45:24.643456,1
India,Book Share,Sree,Eithihyamala,Kottarathil Sankunni,Free to Share,Free to Share,https://bookshare.wiktait.com/book/239,2026-05-03T20:45:24.643492,23
India,Book Share,Sree,Hamsadwani,Madhavikutty,Free to Share,Free to Share,https://bookshare.wiktait.com/book/238,2026-05-03T20:45:24.643528,3
India,Book Share,Sree,Tge complete yoga book,Yogacharya Govindan Nair,Free to Share,Free to Share,https://bookshare.wiktait.com/book/237,2026-05-03T20:45:24.643565,2
India,Book Share,Sree,Reiki prapanchasakthiyum geevasakthiyum,V. J. Devasia,Free to Share,Free to Share,https://bookshare.wiktait.com/book/236,2026-05-03T20:45:24.643601,1
India,Book Share,Sree,Kadakalude lokam,Prof. S. Sivadas,Free to Share,Free to Share,https://bookshare.wiktait.com/book/235,2026-05-03T20:45:24.643642,1
India,Book Share,Sree,Manusmruthy,Manu Abridgef & retold by Prof. N. Gopinathan Nair,Free to Share,Free to Share,https://bookshare.wiktait.com/book/233,2026-05-03T20:45:24.643680,1
India,Book Share,Sree,Pachayude amarakosam,Dr. Venu Thonnakkal,Free to Share,Free to Share,https://bookshare.wiktait.com/book/232,2026-05-03T20:45:24.643718,1
India,Book Share,Sree,Kanakkile Pareekshanangal,N. Sudhakaran,Free to Share,Free to Share,https://bookshare.wiktait.com/book/231,2026-05-03T20:45:24.643755,1
India,Book Share,Sree,Socrates,Dr. D. Rajendran,Free to Share,Free to Share,https://bookshare.wiktait.com/book/230,2026-05-03T20:45:24.643792,1
India,Book Share,Sree,Kanakkile kakicheppu,Prof. P. Ramachandra menon,Free to Share,Free to Share,https://bookshare.wiktait.com/book/228,2026-05-03T20:45:24.643828,2
India,Book Share,Sree,Sasthra manjusha,Dr. C. G. Ramachandran Nair,Free to Share,Free to Share,https://bookshare.wiktait.com/book/227,2026-05-03T20:45:24.643865,1
India,Book Share,Sree,Windows 98 registry,Greg holden,Free to Share,Free to Share,https://bookshare.wiktait.com/book/226,2026-05-03T20:45:24.643938,1
India,Book Share,Sree,Linear programming,L. R. Potti,Free to Share,Free to Share,https://bookshare.wiktait.com/book/225,2026-05-03T20:45:24.643976,
India,Book Share,Sree,Marmmasastgram,Dr. C. S. Suchith,Free to Share,Free to Share,https://bookshare.wiktait.com/book/224,2026-05-03T20:45:24.644013,
India,Book Share,Sree,All you want to know about yoga,Lalitha sharma,Free to Share,Free to Share,https://bookshare.wiktait.com/book/223,2026-05-03T20:45:24.644049,
India,Book Share,Sree,Kalkkandakkottaram,Sippy Pallippuram,Free to Share,Free to Share,https://bookshare.wiktait.com/book/222,2026-05-03T20:45:24.644086,1
India,Book Share,Sree,Prakrithijeevanam,C. R. R. Varma,Free to Share,Free to Share,https://bookshare.wiktait.com/book/221,2026-05-03T20:45:24.644122,
India,Book Share,Sree,Ningalude kutty vijayikkan,Prof. P. A. Varghese,Free to Share,Free to Share,https://bookshare.wiktait.com/book/220,2026-05-03T20:45:24.644164,
India,Book Share,Sree,Ayurvedavum deergayusum,Dr. K. Muraleedharan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/219,2026-05-03T20:45:24.644202,1
India,Book Share,Sree,Delivering Voice over IP Networks,"Daniel Minoli, Emma Minoli",Free to Share,Free to Share,https://bookshare.wiktait.com/book/218,2026-05-03T20:45:24.644239,2
India,Book Share,Sree,Mastering Turbo Pascal 5,Douglas Hergert,Free to Share,Free to Share,https://bookshare.wiktait.com/book/216,2026-05-03T20:45:24.644275,
India,Book Share,Sree,Albert Schweitzer,Dr. Subha,Free to Share,Free to Share,https://bookshare.wiktait.com/book/215,2026-05-03T20:45:24.644311,1
India,Book Share,Sree,You are what you eat,Tanushree podder,Free to Share,Free to Share,https://bookshare.wiktait.com/book/214,2026-05-03T20:45:24.644347,
India,Book Share,Sree,The scarlet pimpernel,Baroness orczy,Free to Share,Free to Share,https://bookshare.wiktait.com/book/213,2026-05-03T20:45:24.644383,
India,Book Share,AKRPJP,Thejaswiyaya Vagmi,Thulasi Kottukkal,Free to Share,Free to Share,https://bookshare.wiktait.com/book/190,2026-05-03T20:45:24.644419,
India,Book Share,AKRPJP,Chedikalum avayude aushada gunangalum,V V Balakrishnan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/191,2026-05-03T20:45:24.644455,
India,Book Share,AKRPJP,The power of verbal intelligence,Tony buzan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/194,2026-05-03T20:45:24.644491,
India,Book Share,Sree,Software engineering a practical approach,Roger S. Pressman,Free to Share,Free to Share,https://bookshare.wiktait.com/book/217,2026-05-03T20:45:24.644527,5
India,Book Share,AKRPJP,HTML The Complete Reference,Thomas A Powell,Free to Share,Free to Share,https://bookshare.wiktait.com/book/212,2026-05-03T20:45:24.644563,
India,Book Share,AKRPJP,Viswa saahithya tharavali. Volume 1 To 12,,Free to Share,Free to Share,https://bookshare.wiktait.com/book/211,2026-05-03T20:45:24.644600,
India,Book Share,AKRPJP,Nammude nadodikathakalum ithihyangalum volume 3,,Free to Share,Free to Share,https://bookshare.wiktait.com/book/204,2026-05-03T20:45:24.644640,
India,Book Share,AKRPJP,Nammude nadodi kathakalum ithyhyangalum volume 1,,Free to Share,Free to Share,https://bookshare.wiktait.com/book/202,2026-05-03T20:45:24.644679,
India,Book Share,AKRPJP,Rationalising spirituality,Narendra Devadas Palhalli,Free to Share,Free to Share,https://bookshare.wiktait.com/book/201,2026-05-03T20:45:24.644715,
India,Book Share,AKRPJP,Taxonomy of angiosperms,P C Vasishta,Free to Share,Free to Share,https://bookshare.wiktait.com/book/200,2026-05-03T20:45:24.644751,
India,Book Share,AKRPJP,Pakshikkoodu,A Vijayan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/199,2026-05-03T20:45:24.644787,
India,Book Share,AKRPJP,Goat farmer and spellbound Pambaa,Krishna k,Free to Share,Free to Share,https://bookshare.wiktait.com/book/197,2026-05-03T20:45:24.644823,
India,Book Share,AKRPJP,Illustrated dictionary,,For Reference,For Reference,https://bookshare.wiktait.com/book/196,2026-05-03T20:45:24.644859,
India,Book Share,AKRPJP,A synoptic key of the material medica,C M Boger,Free to Share,Free to Share,https://bookshare.wiktait.com/book/195,2026-05-03T20:45:24.644930,
India,Book Share,AKRPJP,Sathyan: Arangilum Aniyarayilum,Mathukutti J Kunnappalli,Free to Share,Free to Share,https://bookshare.wiktait.com/book/192,2026-05-03T20:45:24.644968,
India,Book Share,AKRPJP,The Canterville Ghost,Oscar Wilde,For Donation,For Donation,https://bookshare.wiktait.com/book/189,2026-05-03T20:45:24.645004,
India,Book Share,AKRPJP,Three Men in a Boat,Jerome K Jerome,For Donation,For Donation,https://bookshare.wiktait.com/book/188,2026-05-03T20:45:24.645057,
India,Book Share,AKRPJP,Vistas supplementary reader in English for class 12,,For Donation,For Donation,https://bookshare.wiktait.com/book/187,2026-05-03T20:45:24.645100,
India,Book Share,AKRPJP,The Invisible Man,H G Wells,For Donation,For Donation,https://bookshare.wiktait.com/book/186,2026-05-03T20:45:24.645145,
India,Book Share,AKRPJP,Indulekha,ഒ ചന്തുമേനോൻ,Free to Share,Free to Share,https://bookshare.wiktait.com/book/185,2026-05-03T20:45:24.645187,
India,Book Share,AKRPJP,The guiding symptoms of our material medica,C. Hering,Free to Share,Free to Share,https://bookshare.wiktait.com/book/184,2026-05-03T20:45:24.645225,
India,Book Share,AKRPJP,New remedies clinical cases lesser writings,J. T. Kent,Free to Share,Free to Share,https://bookshare.wiktait.com/book/183,2026-05-03T20:45:24.645263,
India,Book Share,AKRPJP,Student's guide to Income Tax part 2,Dr Vinod K Singhania and Monica Singhania,Free to Share,Free to Share,https://bookshare.wiktait.com/book/182,2026-05-03T20:45:24.645300,51
India,Book Share,AKRPJP,Students Gate to Income Tax part 1,Dr Vinod K Singhania and Dr Monica Singhania,Free to Share,Free to Share,https://bookshare.wiktait.com/book/181,2026-05-03T20:45:24.645336,51
India,Book Share,AKRPJP,Ruby for rails,David a black,Free to Share,Free to Share,https://bookshare.wiktait.com/book/180,2026-05-03T20:45:24.645372,2006
India,Book Share,AKRPJP,Ruby cookbook,Lucas Carlson and Leonard Richardson,Free to Share,Free to Share,https://bookshare.wiktait.com/book/179,2026-05-03T20:45:24.645409,First edition
India,Book Share,AKRPJP,Sherlock Holmes The Complete novels and series volume 2,Sir Arthur Conan Doyle,Free to Share,Free to Share,https://bookshare.wiktait.com/book/178,2026-05-03T20:45:24.645446,
India,Book Share,AKRPJP,Sherlock Holmes The complete novels and stories volume 1,Sir Arthur Conan Doyle,Free to Share,Free to Share,https://bookshare.wiktait.com/book/177,2026-05-03T20:45:24.645482,
India,Book Share,AKRPJP,Sasthram ethra lalitham volume 2,,For Reference,For Reference,https://bookshare.wiktait.com/book/205,2026-05-03T20:45:24.645518,
India,Book Share,AKRPJP,Saathram ethra laliltham sasyasasthram volume 4,,For Reference,For Reference,https://bookshare.wiktait.com/book/206,2026-05-03T20:45:24.645554,
India,Book Share,AKRPJP,Sasthram ethra lalitham. Rasathanthram. Volume 3,,For Reference,For Reference,https://bookshare.wiktait.com/book/208,2026-05-03T20:45:24.645589,
India,Book Share,AKRPJP,Sasthram ethra lalitham. Janthu saasthram. Volume 5,,For Reference,For Reference,https://bookshare.wiktait.com/book/209,2026-05-03T20:45:24.645630,
India,Book Share,Sree,Neural Networks and Artificial Intelligence for Biomedical Engineering,"Donna L. Hudson, Maurice E. Cohen",Free to Share,Free to Share,https://bookshare.wiktait.com/book/176,2026-05-03T20:45:24.645668,
India,Book Share,Sree,Computer System Architecture,M. Morris Mano,Free to Share,Free to Share,https://bookshare.wiktait.com/book/175,2026-05-03T20:45:24.645704,3
India,Book Share,Sree,Malgudi Days,"R. K. Narayan, Translated by Roy Kuruvila",Free to Share,Free to Share,https://bookshare.wiktait.com/book/174,2026-05-03T20:45:24.645740,
India,Book Share,Sree,Digital Signal processing,Sanjit K. Mitra,Free to Share,Free to Share,https://bookshare.wiktait.com/book/173,2026-05-03T20:45:24.645776,2
India,Book Share,Sree,System analysis and design,Elisa M. Awad,Free to Share,Free to Share,https://bookshare.wiktait.com/book/172,2026-05-03T20:45:24.645813,2
India,Book Share,Sree,"The Intel Microprocessors 8086/8088, 80186/80188, 80286, 80386, 80486, Pentium, and Pentium pro processor. Architecture Programming and Interfacing",Barry B. Bret,Free to Share,Free to Share,https://bookshare.wiktait.com/book/171,2026-05-03T20:45:24.645848,4
India,Book Share,Sree,Programming Languages Design and Implementation,"Terrence W.Pratt, Marvin V. Zelkowitz",Free to Share,Free to Share,https://bookshare.wiktait.com/book/170,2026-05-03T20:45:24.645922,4
India,Book Share,Sree,Writing UNIX Device Drivers,George Pajarai,Free to Share,Free to Share,https://bookshare.wiktait.com/book/169,2026-05-03T20:45:24.645962,
India,Book Share,Sree,"System Software, An introduction to Systems Programming",Leland L. Beck,Free to Share,Free to Share,https://bookshare.wiktait.com/book/168,2026-05-03T20:45:24.645999,3
India,Book Share,Sree,Programming with C++,John R. Hubbard,Free to Share,Free to Share,https://bookshare.wiktait.com/book/166,2026-05-03T20:45:24.646035,2
India,Book Share,Sree,The Practice of Programming,"Brian W. Kernighan, Rob Pike",Free to Share,Free to Share,https://bookshare.wiktait.com/book/165,2026-05-03T20:45:24.646071,1
India,Book Share,Sree,Artificial Neural Networks,B. Yegnanarayana,Free to Share,Free to Share,https://bookshare.wiktait.com/book/164,2026-05-03T20:45:24.646115,6
India,Book Share,Sree,Assembly Language for the PC,"John Socha, Peter Norton",Free to Share,Free to Share,https://bookshare.wiktait.com/book/163,2026-05-03T20:45:24.646153,3
India,Book Share,Sree,Kuttikalude aarogyaraksha,Dr. S. Latha,Free to Share,Free to Share,https://bookshare.wiktait.com/book/162,2026-05-03T20:45:24.646189,1
India,Book Share,Sree,"Introduction to Automata theory, Languages, and Computation","John E. Hopcroft, Jeffery D. Ullman",Free to Share,Free to Share,https://bookshare.wiktait.com/book/161,2026-05-03T20:45:24.646225,19
India,Book Share,Sree,An introduction to Digital Computer Design,"V. Rajaraman, T. Radhakrishnan",Free to Share,Free to Share,https://bookshare.wiktait.com/book/160,2026-05-03T20:45:24.646262,4
India,Book Share,Sree,Video Game Programming on PC,Diana Gruber,Free to Share,Free to Share,https://bookshare.wiktait.com/book/159,2026-05-03T20:45:24.646298,
India,Book Share,Sree,Computer Graphics,"Donald Hearn, M. Pauline Baker",Free to Share,Free to Share,https://bookshare.wiktait.com/book/158,2026-05-03T20:45:24.646335,2
India,Book Share,Sree,Embedded Linux,"Craig Hollabaugh, Ph.D.",Free to Share,Free to Share,https://bookshare.wiktait.com/book/157,2026-05-03T20:45:24.646371,
India,Book Share,Sree,Digital Logic and Computer Design,M. Morris Mano,Free to Share,Free to Share,https://bookshare.wiktait.com/book/156,2026-05-03T20:45:24.646407,22
India,Book Share,Sree,Operating System Concepts,"Silberschatz, Galvin, Gagne",Free to Share,Free to Share,https://bookshare.wiktait.com/book/155,2026-05-03T20:45:24.646443,6
India,Book Share,Sree,Fundamentals of Logic Design,"Charles H. Roth, Jr.",Free to Share,Free to Share,https://bookshare.wiktait.com/book/154,2026-05-03T20:45:24.646479,4
India,Book Share,Sree,Windows Assembly Language and Systems Programming,Barry Kauler,Free to Share,Free to Share,https://bookshare.wiktait.com/book/153,2026-05-03T20:45:24.646515,2
India,Book Share,Sree,Modern Economic Theory,K. K. Dewett,Free to Share,Free to Share,https://bookshare.wiktait.com/book/152,2026-05-03T20:45:24.646556,
India,Book Share,Sree,COBOL Programming,"M K Roy, D Ghosh Dastidar",Free to Share,Free to Share,https://bookshare.wiktait.com/book/151,2026-05-03T20:45:24.646595,2
India,Book Share,Sree,UNIX Shell Programming,Yashavant Kanetkar,Free to Share,Free to Share,https://bookshare.wiktait.com/book/150,2026-05-03T20:45:24.646632,1
India,Book Share,Sree,The 8088 and 8086 Microprocessors,Walter A. Triebel Avtar Singh,Free to Share,Free to Share,https://bookshare.wiktait.com/book/149,2026-05-03T20:45:24.646668,
India,Book Share,Sree,Embedded Systems,Raj Kamal,Free to Share,Free to Share,https://bookshare.wiktait.com/book/148,2026-05-03T20:45:24.646706,5
India,Book Share,Sree,Discrete Mathematics,"Seymour Lipschutz, Marc Lipson",Free to Share,Free to Share,https://bookshare.wiktait.com/book/145,2026-05-03T20:45:24.646742,2
India,Book Share,Sree,Discrete Mathematical Structures,"Bernard kolman, Robert C. Busby, Sharon Ross",Free to Share,Free to Share,https://bookshare.wiktait.com/book/144,2026-05-03T20:45:24.646778,3
India,Book Share,Sree,Control Systems Engineering,"I. J. Nagrath, M. Gopal",Free to Share,Free to Share,https://bookshare.wiktait.com/book/143,2026-05-03T20:45:24.646815,3
India,Book Share,Sree,Introduction to algorithms,"Thomas H. coreman, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein",Free to Share,Free to Share,https://bookshare.wiktait.com/book/142,2026-05-03T20:45:24.646851,2
India,Book Share,Sree,Building Construction,S. C. Rangwala,Free to Share,Free to Share,https://bookshare.wiktait.com/book/141,2026-05-03T20:45:24.646896,17
India,Book Share,Sree,Principles of compiler design,"Alfred V. Aho, Jeffry D. Ullman",Free to Share,Free to Share,https://bookshare.wiktait.com/book/140,2026-05-03T20:45:24.646934,1
India,Book Share,Sree,Digital Integrated Electronics,"Herbert Taub, Donald Schilling",Free to Share,Free to Share,https://bookshare.wiktait.com/book/139,2026-05-03T20:45:24.646970,
India,Book Share,AKRPJP,The Girl Who Played with Fire,STIEG LARSSON,Free to Share,Free to Share,https://bookshare.wiktait.com/book/9,2026-05-03T20:45:24.647006,
India,Book Share,AKRPJP,The Girl with the Dragon Tattoo,STIEG LARSSON,Free to Share,Free to Share,https://bookshare.wiktait.com/book/8,2026-05-03T20:45:24.647047,
India,Book Share,Sree,Gurusagaram,O. V. Vijayan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/138,2026-05-03T20:45:24.647085,
India,Book Share,Sree,Artificial Intelligence,"Elaine Rich, Kevin Knight",Free to Share,Free to Share,https://bookshare.wiktait.com/book/137,2026-05-03T20:45:24.647122,2
India,Book Share,Sree,Operating systems,P. Balakrishna Prasad,Free to Share,Free to Share,https://bookshare.wiktait.com/book/136,2026-05-03T20:45:24.647158,2
India,Book Share,Sree,The story of My Experiments with Truth,"M. K. Gandhi, Translated by C.P. Gangadharan",Free to Share,Free to Share,https://bookshare.wiktait.com/book/135,2026-05-03T20:45:24.647195,5
India,Book Share,Sree,Use your head,Tobey Buzan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/134,2026-05-03T20:45:24.647232,1
India,Book Share,Sree,Viswasathinte Sareerasasthram,Jeevan Job Thomas,Free to Share,Free to Share,https://bookshare.wiktait.com/book/133,2026-05-03T20:45:24.647268,1
India,Book Share,Sree,Athraithadaivasasthravum Snehathinte Ekamathavum,Dr. Geevarghese Mar Osthathios,Free to Share,Free to Share,https://bookshare.wiktait.com/book/132,2026-05-03T20:45:24.647304,1
India,Book Share,Sree,Urjasamrakshna kathakal,Unni Ammayambalam,Free to Share,Free to Share,https://bookshare.wiktait.com/book/131,2026-05-03T20:45:24.647341,1
India,Book Share,Sree,Oorjathandavam,Nithya Chaithanya Yathi. നിത്യചൈതന്യയതി,Free to Share,Free to Share,https://bookshare.wiktait.com/book/130,2026-05-03T20:45:24.647376,1
India,Book Share,Sree,Nakshtra parinamavum thamogarthangalum,Dr. M. N. Sreedharan Nair,Free to Share,Free to Share,https://bookshare.wiktait.com/book/129,2026-05-03T20:45:24.647413,4
India,Book Share,Sree,Manorogangal,Dr. Varghese P. Punnoose,Free to Share,Free to Share,https://bookshare.wiktait.com/book/127,2026-05-03T20:45:24.647450,
India,Book Share,Sree,Sasyangalude Nattariv,Edited by Harinarayanan M. K.,Free to Share,Free to Share,https://bookshare.wiktait.com/book/126,2026-05-03T20:45:24.647490,
India,Book Share,Sree,Anpathu Ureeka Kathakal,Kesavan Vellikkulangara,Free to Share,Free to Share,https://bookshare.wiktait.com/book/128,2026-05-03T20:45:24.647528,2
India,Book Share,AKRPJP,AMBILI MALAYALAM,ഡോക്ടർ പി സേതു നാഥൻ,Free to Share,Free to Share,https://bookshare.wiktait.com/book/7,2026-05-03T20:45:24.647564,
India,Book Share,AKRPJP,The Girl Who Kicked the Hornet's Nest,STIEG LARSSON,Free to Share,Free to Share,https://bookshare.wiktait.com/book/10,2026-05-03T20:45:24.647601,
India,Book Share,AKRPJP,Business studies textbook for class 11,,For Donation,For Donation,https://bookshare.wiktait.com/book/120,2026-05-03T20:45:24.647638,
India,Book Share,Sree,Kombulla aattinkutti,Shukkerbeke baisheinaliyeve,Free to Share,Free to Share,https://bookshare.wiktait.com/book/125,2026-05-03T20:45:24.647674,1
India,Book Share,Sree,"Dheeranaya urumbu, അപ്പൂപ്പന്റെ വീട്ടിൽ","Thathyana makkarova, Nikkolai nosove",Free to Share,Free to Share,https://bookshare.wiktait.com/book/68,2026-05-03T20:45:24.647711,1
India,Book Share,Sree,Siddhartha,"Hermann Hesse, Translated by R. Raman Nair",Free to Share,Free to Share,https://bookshare.wiktait.com/book/124,2026-05-03T20:45:24.647747,6th
India,Book Share,Sree,Keralam Bhranthalayamo Vazhikattiyo,M. P. Parameswaran,Free to Share,Free to Share,https://bookshare.wiktait.com/book/123,2026-05-03T20:45:24.647783,1
India,Book Share,Sree,Thanutha samavakyam,Satheesh paul,Free to Share,Free to Share,https://bookshare.wiktait.com/book/122,2026-05-03T20:45:24.647820,
India,Book Share,Sree,Naam kuthichal bhoomiyolam,S. Muthukrishna Iyar,Free to Share,Free to Share,https://bookshare.wiktait.com/book/121,2026-05-03T20:45:24.647856,1
India,Book Share,AKRPJP,Mathematics textbook for class 9,,For Donation,For Donation,https://bookshare.wiktait.com/book/119,2026-05-03T20:45:24.647901,
India,Book Share,AKRPJP,Cordova learning series general knowledge update for class 7,Dhiren M Doshi,For Donation,For Donation,https://bookshare.wiktait.com/book/118,2026-05-03T20:45:24.647943,
India,Book Share,AKRPJP,Core science lab manual for class 10,,For Donation,For Donation,https://bookshare.wiktait.com/book/117,2026-05-03T20:45:24.647981,
India,Book Share,AKRPJP,Introductory microeconomics. Textbook in Economics for class 12,,For Donation,For Donation,https://bookshare.wiktait.com/book/116,2026-05-03T20:45:24.648018,
India,Book Share,AKRPJP,Entrepreneurship textbooks for Class 12 CBSE,,For Donation,For Donation,https://bookshare.wiktait.com/book/115,2026-05-03T20:45:24.648054,
India,Book Share,AKRPJP,Entrepreneurship textbooks for Class 12 CBSE,,For Donation,For Donation,https://bookshare.wiktait.com/book/114,2026-05-03T20:45:24.648090,
India,Book Share,AKRPJP,Accountancy text for class 12,,For Donation,For Donation,https://bookshare.wiktait.com/book/113,2026-05-03T20:45:24.648139,
India,Book Share,AKRPJP,My book of interactive English. A multi skill course in English,,For Donation,For Donation,https://bookshare.wiktait.com/book/112,2026-05-03T20:45:24.648179,
India,Book Share,AKRPJP,Flamingo textbook in English for class 12,,For Donation,For Donation,https://bookshare.wiktait.com/book/111,2026-05-03T20:45:24.648219,
India,Book Share,AKRPJP,Statistics for economics textbook for class 11,,For Donation,For Donation,https://bookshare.wiktait.com/book/110,2026-05-03T20:45:24.648259,
India,Book Share,AKRPJP,Health and physical Education. Supplementary book for class 12,,For Donation,For Donation,https://bookshare.wiktait.com/book/109,2026-05-03T20:45:24.648299,
India,Book Share,AKRPJP,A textbook on disaster management. Together towards a safer India textbook for class 9,,For Donation,For Donation,https://bookshare.wiktait.com/book/108,2026-05-03T20:45:24.648339,
India,Book Share,AKRPJP,Science textbook for class 9 CBSE,,For Donation,For Donation,https://bookshare.wiktait.com/book/107,2026-05-03T20:45:24.648379,
India,Book Share,AKRPJP,Oswaal CBSE accountancy question bank for class 11,,For Donation,For Donation,https://bookshare.wiktait.com/book/106,2026-05-03T20:45:24.648418,
India,Book Share,AKRPJP,Reliable question bank for CBSE social science class 9,,For Donation,For Donation,https://bookshare.wiktait.com/book/105,2026-05-03T20:45:24.648463,
India,Book Share,Sree,Swargathinte thakkol,Prof. S. Sivadas,Free to Share,Free to Share,https://bookshare.wiktait.com/book/104,2026-05-03T20:45:24.648505,2
India,Book Share,AKRPJP,Narmapriyananu Dhaivam,ശ്രീ ശ്രീ രവിശങ്കർ,Free to Share,Free to Share,https://bookshare.wiktait.com/book/15,2026-05-03T20:45:24.648546,
India,Book Share,AKRPJP,Sreebhagavan Njana Sudha,ശ്രീ ഭഗവാൻ,Free to Share,Free to Share,https://bookshare.wiktait.com/book/14,2026-05-03T20:45:24.648586,
India,Book Share,AKRPJP,Sivapuranam Kilippattu,ഡോക്ടർ കെ ജി ശ്രീകല,Free to Share,Free to Share,https://bookshare.wiktait.com/book/12,2026-05-03T20:45:24.648626,
India,Book Share,AKRPJP,Naranathu Branthan,എ ബി വി കാവിൽപാട്,Free to Share,Free to Share,https://bookshare.wiktait.com/book/13,2026-05-03T20:45:24.648667,4th Edition
India,Book Share,Sree,My Journey,"A. P. J. Abdul Kalam, Translated by Augustine Mundackal",Free to Share,Free to Share,https://bookshare.wiktait.com/book/103,2026-05-03T20:45:24.648707,3rd impression
India,Book Share,Sree,Pathanam,M. T. Vasudevan Nair,Free to Share,Free to Share,https://bookshare.wiktait.com/book/102,2026-05-03T20:45:24.648747,Eighth impression
India,Book Share,Sree,Avanavante anandam kandethanulla vazhikal,C. V. Balakrishnan,Free to Share,Free to Share,https://bookshare.wiktait.com/book/101,2026-05-03T20:45:24.648787,1
India,Book Share,Sree,Amen - Oru kanyasthreeyude atmakadha,Sister Jesme,Free to Share,Free to Share,https://bookshare.wiktait.com/book/100,2026-05-03T20:45:24.648827,5th impression
India,Book Share,Sree,Rekhasasthra darppanam,A. R. Sasthry,Free to Share,Free to Share,https://bookshare.wiktait.com/book/99,2026-05-03T20:45:24.648876,28th reprint
India,Book Share,Sree,Thangavunna Vidyabhasam,Gopalakrishnan & Vijayalakshmi,Free to Share,Free to Share,https://bookshare.wiktait.com/book/98,2026-05-03T20:45:24.648937,3
India,Book Share,AKRPJP,Kerala Padavali Malayalam,,For Donation,For Donation,https://bookshare.wiktait.com/book/24,2026-05-03T20:45:24.648992,
